period_begin,period_end,region_type,zipcode,state,state_code,property_type,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy
11/1/12,1/31/13,zip code,98102,Washington,WA,Single Family Residential,760000.0,0.109489051,-0.123919308,839000.0,0.035802469,0.050062578
10/1/17,12/31/17,zip code,98115,Washington,WA,Townhouse,723388.5,-0.095707857,0.290612846,725000.0,-0.082220394,-0.036480829
7/1/14,9/30/14,zip code,98112,Washington,WA,Multi-Family (2-4 Unit),675000.0,-0.228571429,0.026655006,1175000.0,0.25,0.865227399
10/1/17,12/31/17,zip code,98155,Washington,WA,Single Family Residential,568500.0,-0.002631579,0.196842105,525000.0,-0.045454545,0.050210042
4/1/24,6/30/24,zip code,98102,Washington,WA,Condo/Co-op,547000.0,0.078098054,0.041904762,524999.0,0.0,-0.009435849
4/1/16,6/30/16,zip code,98188,Washington,WA,Condo/Co-op,157550.0,0.033114754,0.90969697,159000.0,0.006329114,0.266932271
10/1/17,12/31/17,zip code,98198,Washington,WA,Townhouse,334000.0,0.10376735,-0.031884058,337475.0,0.227181818,0.2296411
11/1/20,1/31/21,zip code,98112,Washington,WA,Condo/Co-op,652500.0,0.015564202,0.331632653,2100000.0,2.111341581,2.559322034
3/1/15,5/31/15,zip code,98133,Washington,WA,Multi-Family (2-4 Unit),410000.0,0.389830508,0.064935065,449000.0,0.047841307,-0.007652568
6/1/18,8/31/18,zip code,98178,Washington,WA,Multi-Family (2-4 Unit),435000.0,0.0,,,,
2/1/19,4/30/19,zip code,98199,Washington,WA,All Residential,913500.0,0.075338434,-0.03435518,969950.0,0.046332255,-0.004158111
8/1/15,10/31/15,zip code,98103,Washington,WA,Single Family Residential,667630.0,-0.059676056,0.096272578,649975.0,0.03996,0.083381948
2/1/23,4/30/23,zip code,98102,Washington,WA,Single Family Residential,1800000.0,0.184990125,0.161290323,1768000.0,-0.049462366,-0.069473684
4/1/22,6/30/22,zip code,98198,Washington,WA,Single Family Residential,638000.0,0.008695652,0.09527897,619999.0,0.033417785,0.187743236
4/1/17,6/30/17,zip code,98127,Washington,WA,All Residential,856143.0,0.0,,550000.0,-0.169779992,
8/1/22,10/31/22,zip code,98178,Washington,WA,Townhouse,600000.0,0.137440758,1.068965517,439000.0,-0.013480929,0.527089312
10/1/16,12/31/16,zip code,98102,Washington,WA,Townhouse,741500.0,-0.069636136,-0.117209358,749950.0,0.006678076,-0.090914601
12/1/22,2/28/23,zip code,98109,Washington,WA,Townhouse,940000.0,-0.010526316,-0.373333333,1349500.0,0.125521268,0.103889995
7/1/15,9/30/15,zip code,98112,Washington,WA,Townhouse,649500.0,0.027689873,0.167115903,570000.0,-0.088,0.001757469
12/1/16,2/28/17,zip code,98177,Washington,WA,Townhouse,308500.0,-0.252121212,0.093971631,417450.0,0.347047435,0.491025984
5/1/14,7/31/14,zip code,98177,Washington,WA,Townhouse,250000.0,0.041666667,-0.152542373,319000.0,0.250980392,0.081355932
2/1/24,4/30/24,zip code,98115,Washington,WA,Single Family Residential,1210000.0,0.039965621,0.136150235,1185000.0,-0.010438413,0.196969697
6/1/13,8/31/13,zip code,98102,Washington,WA,Townhouse,577500.0,0.012980179,-0.021103483,634000.0,-0.020092736,-0.143243243
1/1/20,3/31/20,zip code,98125,Washington,WA,All Residential,600000.0,-0.008264463,-0.024786672,627000.0,0.045087091,-0.035381647
1/1/13,3/31/13,zip code,98136,Washington,WA,Single Family Residential,453400.0,0.085988024,0.181498371,466950.0,0.054063205,0.015108696
2/1/23,4/30/23,zip code,98188,Washington,WA,Townhouse,361550.0,-0.087570978,,392500.0,0.0,
10/1/13,12/31/13,zip code,98198,Washington,WA,Townhouse,113750.0,0.015625,0.22575431,79950.0,-0.269863014,-0.138469828
2/1/18,4/30/18,zip code,98126,Washington,WA,Multi-Family (2-4 Unit),1255000.0,0.030800821,,1072500.0,-0.091101695,
2/1/23,4/30/23,zip code,98115,Washington,WA,Condo/Co-op,535000.0,-0.027272727,0.100823045,495000.0,-0.034146341,0.145833333
5/1/14,7/31/14,zip code,98108,Washington,WA,All Residential,310000.0,-0.019452791,-0.024543738,329950.0,-0.023816568,0.039294433
5/1/17,7/31/17,zip code,98105,Washington,WA,All Residential,870000.0,0.03264095,0.158455393,827000.0,0.035043805,0.216176471
1/1/13,3/31/13,zip code,98118,Washington,WA,Condo/Co-op,125000.0,0.0,0.506024096,99000.0,-0.138943249,-0.448314294
6/1/23,8/31/23,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1405382.5,-0.063078333,,2050000.0,0.46533238,
4/1/20,6/30/20,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),1617000.0,0.128008371,0.585294118,1400000.0,-0.096774194,-0.34655776
4/1/20,6/30/20,zip code,98164,Washington,WA,All Residential,742500.0,-0.00134499,-0.061018021,665000.0,0.043137255,0.039143683
7/1/17,9/30/17,zip code,98103,Washington,WA,Single Family Residential,860263.0,0.009106158,0.195640028,827000.0,0.040251572,0.257794677
2/1/19,4/30/19,zip code,98148,Washington,WA,Condo/Co-op,157281.0,0.136013001,-0.046781818,199000.0,0.0,0.188414452
9/1/23,11/30/23,zip code,98116,Washington,WA,Multi-Family (2-4 Unit),1275000.0,0.0,-0.050632911,975000.0,0.0,-0.097222222
10/1/17,12/31/17,zip code,98136,Washington,WA,Townhouse,589000.0,-0.016694491,0.155581715,587000.0,-0.003395586,0.12473654
6/1/23,8/31/23,zip code,98125,Washington,WA,All Residential,748950.0,-0.014798737,-0.108339782,742475.0,-0.010033333,-0.041967742
11/1/21,1/31/22,zip code,98134,Washington,WA,All Residential,427000.0,-0.001169591,0.031400966,388500.0,-0.011198778,
6/1/12,8/31/12,zip code,98108,Washington,WA,Townhouse,275000.0,0.025163094,0.292596945,249925.0,0.008168616,0.195813397
6/1/17,8/31/17,zip code,98144,Washington,WA,Multi-Family (2-4 Unit),810000.0,0.0,0.602373887,804975.0,-0.044540059,0.210488722
4/1/13,6/30/13,zip code,98121,Washington,WA,Condo/Co-op,350000.0,0.0,0.147540984,364500.0,0.0,0.106305486
4/1/16,6/30/16,zip code,98199,Washington,WA,Single Family Residential,860000.0,-0.017142857,0.036144578,825000.0,-0.028268551,0.1
3/1/24,5/31/24,zip code,98121,Washington,WA,Condo/Co-op,579000.0,-0.018644068,0.024778761,625000.0,0.043405676,0.008064516
3/1/22,5/31/22,zip code,98131,Washington,WA,Single Family Residential,829425.0,-0.01123562,0.626323529,640000.0,-0.065693431,0.592039801
5/1/18,7/31/18,zip code,98119,Washington,WA,Condo/Co-op,557500.0,-0.035467128,0.232044199,489900.0,0.078837261,0.001840491
6/1/19,8/31/19,zip code,98146,Washington,WA,Townhouse,344000.0,-0.017002429,-0.04178273,410000.0,0.109682658,0.464311863
6/1/16,8/31/16,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),355000.0,0.028985507,,574925.0,0.144186278,
10/1/15,12/31/15,zip code,98146,Washington,WA,Condo/Co-op,163000.0,-0.073863636,-0.559756921,154900.0,-0.000645161,-0.313804751
2/1/22,4/30/22,zip code,98132,Washington,WA,Single Family Residential,838850.0,-0.067944444,0.497946429,685000.0,-0.08361204,0.386639676
4/1/19,6/30/19,zip code,98115,Washington,WA,Townhouse,699880.0,0.004304902,-0.164297442,704880.0,-0.009833118,-0.095699028
12/1/12,2/28/13,zip code,98133,Washington,WA,All Residential,250000.0,0.0,-0.019607843,279950.0,0.000178635,0.400100025
4/1/22,6/30/22,zip code,98104,Washington,WA,All Residential,437475.0,0.054156627,-0.315750371,601000.0,-0.015561016,0.001833639
1/1/19,3/31/19,zip code,98104,Washington,WA,All Residential,640000.0,0.062240664,0.125967628,695900.0,0.10464701,-0.007133685
2/1/22,4/30/22,zip code,98106,Washington,WA,Multi-Family (2-4 Unit),735000.0,-0.128113879,-0.057692308,739000.0,0.11969697,-0.221285153
3/1/16,5/31/16,zip code,98122,Washington,WA,Condo/Co-op,384000.0,-0.021656051,0.247766044,349500.0,0.063926941,0.075384615
12/1/22,2/28/23,zip code,98125,Washington,WA,All Residential,722500.0,0.032142857,0.100030451,749950.0,-0.01315876,-6.53e-05
1/1/20,3/31/20,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1180000.0,0.0,,995000.0,-0.026894866,
2/1/23,4/30/23,zip code,98106,Washington,WA,Single Family Residential,680000.0,0.0,-0.091337304,680000.0,-0.048951049,-0.058823529
7/1/19,9/30/19,zip code,98102,Washington,WA,Multi-Family (2-4 Unit),1597500.0,0.503529412,0.047540984,1395000.0,-0.260927152,-0.335714286
8/1/18,10/31/18,zip code,98132,Washington,WA,Single Family Residential,325000.0,-0.084507042,-0.071428571,399000.0,0.247069855,0.078378378
10/1/22,12/31/22,zip code,98144,Washington,WA,Condo/Co-op,490000.0,0.031578947,0.225,434444.0,-0.085332912,0.127693705
10/1/17,12/31/17,zip code,98115,Washington,WA,Single Family Residential,810000.0,0.003570729,0.157142857,749950.0,-0.004050465,0.094817518
7/1/21,9/30/21,zip code,98148,Washington,WA,All Residential,530000.0,-0.018518519,0.104166667,567500.0,0.101941748,0.182476429
9/1/21,11/30/21,zip code,98199,Washington,WA,All Residential,1000000.0,0.001803246,0.042752868,1162475.0,0.058720401,0.239973333
8/1/14,10/31/14,zip code,98168,Washington,WA,All Residential,229000.0,0.0,0.071470347,238000.0,0.0,0.195979899
4/1/15,6/30/15,zip code,98125,Washington,WA,Townhouse,330000.0,0.015384615,0.047619048,335000.0,0.046956793,0.05015674
4/1/19,6/30/19,zip code,98109,Washington,WA,Condo/Co-op,497450.0,-0.031727494,-0.168143813,515000.0,0.011787819,-0.018954186
4/1/17,6/30/17,zip code,98131,Washington,WA,Single Family Residential,403500.0,0.026717557,0.213533835,389000.0,0.018457913,-0.027378422
11/1/14,1/31/15,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),310000.0,0.0,0.09540636,662500.0,0.0,-0.024300442
1/1/12,3/31/12,zip code,98148,Washington,WA,Townhouse,244500.0,0.164285714,,262450.0,-0.030566073,
11/1/12,1/31/13,zip code,98126,Washington,WA,All Residential,315000.0,0.050035001,0.120884752,339990.0,-0.028322378,0.333555599
5/1/15,7/31/15,zip code,98109,Washington,WA,All Residential,431500.0,-0.066017316,-0.069642087,489000.0,0.029473684,0.074725275
9/1/20,11/30/20,zip code,98115,Washington,WA,Multi-Family (2-4 Unit),902500.0,-0.134292566,,1287500.0,0.2875,
10/1/14,12/31/14,zip code,98117,Washington,WA,Townhouse,463000.0,0.059496568,0.172151899,459000.0,0.057603687,0.112794715
9/1/23,11/30/23,zip code,98175,Washington,WA,Townhouse,645000.0,,,660000.0,,
2/1/24,4/30/24,zip code,98126,Washington,WA,Condo/Co-op,602000.0,0.323076923,0.167911534,651999.5,-0.064562457,0.693505195
3/1/19,5/31/19,zip code,98119,Washington,WA,Multi-Family (2-4 Unit),1360000.0,0.110204082,0.322957198,1295000.0,0.036,0.210280374
5/1/23,7/31/23,zip code,98108,Washington,WA,All Residential,658000.0,0.012346629,-0.145454545,697475.0,0.03753096,-0.030577852
2/1/19,4/30/19,zip code,98132,Washington,WA,All Residential,334187.5,-0.240482955,-0.257361111,,,
10/1/19,12/31/19,zip code,98188,Washington,WA,Townhouse,257475.0,0.095638298,-0.078801431,279950.0,0.076937873,0.171338912
11/1/16,1/31/17,zip code,98126,Washington,WA,Single Family Residential,499900.0,0.020204082,-0.065607477,497500.0,0.01546155,-0.095454545
1/1/21,3/31/21,zip code,98164,Washington,WA,Condo/Co-op,629000.0,0.050083472,-0.102710414,730000.0,0.04434907,-0.016172507
2/1/15,4/30/15,zip code,98131,Washington,WA,Condo/Co-op,107000.0,,,99000.0,,
10/1/14,12/31/14,zip code,98117,Washington,WA,Single Family Residential,574950.0,0.017610619,0.210421053,561750.0,0.021456496,0.182631579
8/1/18,10/31/18,zip code,98132,Washington,WA,All Residential,325000.0,-0.084507042,-0.029850746,399000.0,0.247069855,0.14
3/1/23,5/31/23,zip code,98115,Washington,WA,Townhouse,761500.0,-0.027458493,-0.153865385,825000.0,0.031314457,0.031314457
2/1/22,4/30/22,zip code,98122,Washington,WA,Townhouse,884750.0,-0.013931457,0.127070064,882500.0,0.038357454,0.131482787
10/1/18,12/31/18,zip code,98131,Washington,WA,Single Family Residential,367000.0,-0.001360544,-0.153402537,472475.0,0.005372912,0.124940476
2/1/15,4/30/15,zip code,98103,Washington,WA,Townhouse,564000.0,0.293577982,0.289705906,569000.0,0.035958125,0.477922078
12/1/13,2/28/14,zip code,98115,Washington,WA,Multi-Family (2-4 Unit),505500.0,0.183840749,-0.200158228,502500.0,-0.110619469,-0.23857868
7/1/17,9/30/17,zip code,98104,Washington,WA,Condo/Co-op,461900.5,0.029304735,0.06184023,525000.0,0.076923077,-0.009247028
5/1/15,7/31/15,zip code,98115,Washington,WA,Townhouse,479500.0,0.035637149,0.094748858,579900.0,0.1598,0.31810433
5/1/19,7/31/19,zip code,98116,Washington,WA,All Residential,759000.0,0.015384615,-0.005893259,787000.0,0.045847176,0.015483871
3/1/23,5/31/23,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),1061250.0,0.0,-0.215124341,1107500.0,0.054761905,-0.114
2/1/16,4/30/16,zip code,98119,Washington,WA,Townhouse,769475.0,0.020557711,0.221485832,729975.0,0.073571586,0.173593248
4/1/14,6/30/14,zip code,98121,Washington,WA,Condo/Co-op,390000.0,-0.071428571,0.114285714,428000.0,-0.048730344,0.174211248
5/1/15,7/31/15,zip code,98121,Washington,WA,Townhouse,450000.0,0.0,0.636363636,,,
5/1/20,7/31/20,zip code,98127,Washington,WA,All Residential,755000.0,-0.070769231,,,,
12/1/16,2/28/17,zip code,98103,Washington,WA,Townhouse,699900.0,0.029264706,0.165002971,624975.0,-0.038384606,0.068333333
11/1/14,1/31/15,zip code,98188,Washington,WA,Single Family Residential,261000.0,0.035714286,0.214009954,272475.0,0.1353125,0.284426374
1/1/18,3/31/18,zip code,98126,Washington,WA,Townhouse,580000.0,-0.009385221,0.171717172,565000.0,0.011638317,0.078804265
3/1/14,5/31/14,zip code,98115,Washington,WA,All Residential,490000.0,0.018605135,0.139534884,484750.0,-0.006659836,0.077222222
1/1/17,3/31/17,zip code,98112,Washington,WA,Single Family Residential,1280000.0,0.167159062,-0.070442992,1296500.0,-0.175516693,-0.019659735
10/1/21,12/31/21,zip code,98144,Washington,WA,Condo/Co-op,400000.0,0.000125016,-0.049881235,385250.0,-0.015951672,-0.071686747
4/1/14,6/30/14,zip code,98144,Washington,WA,Townhouse,368750.0,-0.016666667,0.06884058,365250.0,0.014583333,0.016065095
12/1/21,2/28/22,zip code,98118,Washington,WA,Single Family Residential,884500.0,0.126751592,0.245336149,799999.5,0.000625391,0.118919543
6/1/12,8/31/12,zip code,98131,Washington,WA,Townhouse,62000.0,0.05982906,,,,
11/1/22,1/31/23,zip code,98133,Washington,WA,All Residential,647500.0,-0.004611837,-0.083185841,699925.0,0.000107166,-0.01588808
10/1/19,12/31/19,zip code,98126,Washington,WA,Condo/Co-op,398950.0,0.028221649,-0.290784555,342400.0,-0.007536232,0.007389188
9/1/17,11/30/17,zip code,98136,Washington,WA,Single Family Residential,725000.0,0.013986014,0.117964534,719750.0,-0.007241379,0.1516
5/1/18,7/31/18,zip code,98131,Washington,WA,All Residential,581000.0,0.022617267,0.445273632,400000.0,-0.278564343,0.066951187
2/1/19,4/30/19,zip code,98144,Washington,WA,Townhouse,654000.0,-0.006078272,-0.065647546,659000.0,0.0,-0.077676697
2/1/23,4/30/23,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1069000.0,0.0,-0.120164609,885000.0,-0.340782123,-0.424380884
1/1/14,3/31/14,zip code,98148,Washington,WA,All Residential,203250.0,0.028983673,0.161262677,301200.0,0.369090909,0.469268293
4/1/14,6/30/14,zip code,98117,Washington,WA,Condo/Co-op,459000.0,0.59375,0.9125,297475.0,0.020497427,0.144354684
7/1/21,9/30/21,zip code,98119,Washington,WA,Townhouse,987000.0,0.007142857,0.142361111,932000.0,-0.034196891,0.133819951
1/1/18,3/31/18,zip code,98199,Washington,WA,All Residential,948500.0,0.094002307,0.299359567,895000.0,0.041303083,0.120150188
5/1/17,7/31/17,zip code,98105,Washington,WA,Townhouse,844000.0,0.123087159,0.341812401,839000.0,0.037082818,0.568370876
4/1/21,6/30/21,zip code,98112,Washington,WA,Townhouse,849000.0,-0.012790698,-0.056928631,799000.0,0.0,-0.093281888
5/1/15,7/31/15,zip code,98115,Washington,WA,Condo/Co-op,272500.0,0.013011152,0.028301887,248250.0,-0.003012048,-0.035735094
9/1/15,11/30/15,zip code,98188,Washington,WA,All Residential,270000.0,0.0,0.270887268,208500.0,-0.164997998,0.047870335
2/1/13,4/30/13,zip code,98126,Washington,WA,All Residential,345000.0,-0.002890173,0.314285714,325000.0,0.0,0.096121417
6/1/21,8/31/21,zip code,98126,Washington,WA,Condo/Co-op,388247.5,0.079965229,0.001929032,385000.0,0.1,0.142433234
8/1/14,10/31/14,zip code,98144,Washington,WA,Condo/Co-op,252950.0,0.007768924,0.058368201,241250.0,-0.02917505,0.20625
4/1/22,6/30/22,zip code,98131,Washington,WA,All Residential,476000.0,-0.206666667,0.859375,599700.0,0.02983729,0.431264916
6/1/18,8/31/18,zip code,98148,Washington,WA,Townhouse,509500.0,0.0,,490000.0,-0.028741328,
1/1/14,3/31/14,zip code,98198,Washington,WA,Townhouse,250000.0,0.360544218,1.525252525,130750.0,-0.008718726,0.246425167
4/1/14,6/30/14,zip code,98109,Washington,WA,Single Family Residential,1105000.0,0.214285714,0.637037037,919000.0,-0.114216867,0.241891892
12/1/12,2/28/13,zip code,98125,Washington,WA,Townhouse,265500.0,-0.007476636,0.069486405,240000.0,0.0041841,-0.039231385
11/1/14,1/31/15,zip code,98110,Washington,WA,Single Family Residential,620000.0,-0.028213166,0.180952381,629000.0,0.050960735,0.147810219
6/1/20,8/31/20,zip code,98116,Washington,WA,Single Family Residential,872500.0,0.026470588,0.057575758,899000.0,0.027428571,0.058331862
9/1/19,11/30/19,zip code,98119,Washington,WA,Single Family Residential,1207000.0,-0.0344,0.027234043,1069000.0,-0.069625762,0.019065777
9/1/16,11/30/16,zip code,98178,Washington,WA,Single Family Residential,395000.0,0.021992238,0.179104478,419958.5,0.051210263,0.312472849
11/1/14,1/31/15,zip code,98146,Washington,WA,Multi-Family (2-4 Unit),405000.0,0.0,,539000.0,0.0,
5/1/18,7/31/18,zip code,98107,Washington,WA,Condo/Co-op,530000.0,-0.007490637,0.139784946,504475.0,0.019141414,0.149145786
10/1/12,12/31/12,zip code,98115,Washington,WA,Condo/Co-op,206000.0,0.113513514,0.084781464,179999.0,-0.048882431,0.200001333
9/1/23,11/30/23,zip code,98136,Washington,WA,Single Family Residential,1010000.0,0.02020202,0.10989011,1150000.0,0.0,0.173469388
7/1/15,9/30/15,zip code,98102,Washington,WA,Condo/Co-op,340000.0,-0.130434783,0.102106969,395000.0,0.082191781,0.14658926
5/1/21,7/31/21,zip code,98136,Washington,WA,Condo/Co-op,372475.0,0.079637681,0.027517241,419000.0,0.089726918,-0.031101861
8/1/20,10/31/20,zip code,98198,Washington,WA,Multi-Family (2-4 Unit),675000.0,-0.025270758,,699950.0,0.018109091,
8/1/13,10/31/13,zip code,98198,Washington,WA,Multi-Family (2-4 Unit),292000.0,-0.010169492,,314525.0,0.001353072,
11/1/16,1/31/17,zip code,98132,Washington,WA,Single Family Residential,470000.0,-0.003709592,1.0,499800.0,-0.074101519,0.922307692
4/1/19,6/30/19,zip code,98103,Washington,WA,Condo/Co-op,481044.0,0.183380074,-0.022268293,409950.0,-0.012049645,-0.171818182
6/1/20,8/31/20,zip code,98177,Washington,WA,All Residential,875000.0,0.002610224,0.060606061,865000.0,-0.011428571,0.138157895
8/1/16,10/31/16,zip code,98198,Washington,WA,Townhouse,262500.0,0.25,0.220930233,291425.0,-0.164971347,0.340193148
10/1/21,12/31/21,zip code,98119,Washington,WA,Condo/Co-op,486250.0,-0.007653061,0.171686747,444950.0,-0.030610022,-0.057309322
1/1/21,3/31/21,zip code,98115,Washington,WA,Multi-Family (2-4 Unit),860000.0,-0.14,0.109677419,850000.0,0.235465116,0.096774194
8/1/13,10/31/13,zip code,98122,Washington,WA,Townhouse,519000.0,0.106609808,0.133187773,515000.0,0.146993318,0.229116945
5/1/13,7/31/13,zip code,98119,Washington,WA,Townhouse,535000.0,0.009529201,0.30806846,629950.0,0.145363636,0.126923077
7/1/21,9/30/21,zip code,98102,Washington,WA,All Residential,736500.0,0.115909091,0.112537764,799950.0,-0.023260073,0.025642669
6/1/17,8/31/17,zip code,98121,Washington,WA,Condo/Co-op,631250.0,0.001984127,-0.083151779,599950.0,0.0,0.202304609
8/1/21,10/31/21,zip code,98146,Washington,WA,Multi-Family (2-4 Unit),380000.0,,-0.797333333,600000.0,,0.001669449
8/1/17,10/31/17,zip code,98199,Washington,WA,Single Family Residential,966094.5,0.044426486,0.060476948,978500.0,0.078831312,0.131868132
9/1/14,11/30/14,zip code,98168,Washington,WA,Single Family Residential,229500.0,0.0,0.100719424,222000.0,-0.075,0.01846542
10/1/14,12/31/14,zip code,98164,Washington,WA,All Residential,545000.0,0.081349206,0.049085659,,,
10/1/19,12/31/19,zip code,98109,Washington,WA,Multi-Family (2-4 Unit),1275000.0,0.0,,1250000.0,0.0,
1/1/16,3/31/16,zip code,98109,Washington,WA,All Residential,550000.0,0.134020619,0.341463415,522500.0,0.095387841,0.274391798
9/1/23,11/30/23,zip code,98164,Washington,WA,All Residential,645000.0,-0.022727273,-0.156862745,599000.0,0.0,-0.2512032
6/1/22,8/31/22,zip code,98112,Washington,WA,Townhouse,885000.0,0.0,0.107634543,892000.0,-0.008337966,0.169836066
8/1/12,10/31/12,zip code,98102,Washington,WA,Single Family Residential,850000.0,0.0,0.207472122,699950.0,7.14e-05,-0.222234569
1/1/19,3/31/19,zip code,98136,Washington,WA,Single Family Residential,750000.0,0.0,-0.090909091,799975.0,-0.041946108,0.066668889
11/1/15,1/31/16,zip code,98107,Washington,WA,All Residential,564000.0,-0.02134305,0.128,577450.0,-4.33e-05,0.120174588
10/1/14,12/31/14,zip code,98146,Washington,WA,Townhouse,248000.0,0.320905459,0.312169312,234950.0,0.0,0.243121693
10/1/22,12/31/22,zip code,98178,Washington,WA,Condo/Co-op,240000.0,0.0,-0.604862822,294000.0,0.0,0.021722019
5/1/15,7/31/15,zip code,98112,Washington,WA,Single Family Residential,1185000.0,0.030434783,0.221649485,1242500.0,-0.006,0.4
12/1/18,2/28/19,zip code,98107,Washington,WA,All Residential,758000.0,-0.022061669,-0.026332691,750000.0,0.0,0.028806584
6/1/21,8/31/21,zip code,98117,Washington,WA,Townhouse,775000.0,-0.012738854,0.071218771,715000.0,-0.03638814,0.021574511
2/1/20,4/30/20,zip code,98109,Washington,WA,Townhouse,922500.0,0.213815789,-0.153669725,950000.0,0.002109705,-0.035288144
6/1/14,8/31/14,zip code,98122,Washington,WA,Multi-Family (2-4 Unit),544437.5,0.0,0.122465915,652225.0,0.064857143,0.146265378
10/1/19,12/31/19,zip code,98101,Washington,WA,All Residential,642500.0,0.027260373,-0.186708861,678038.0,-0.089881879,-0.162399012
5/1/19,7/31/19,zip code,98118,Washington,WA,Townhouse,541900.0,0.06380055,-0.063752592,529950.0,0.009524717,-0.214656194
7/1/13,9/30/13,zip code,98112,Washington,WA,Multi-Family (2-4 Unit),657475.0,-0.183235504,-0.017961165,629950.0,0.0,-0.18716129
6/1/14,8/31/14,zip code,98109,Washington,WA,Condo/Co-op,320000.0,-0.044776119,-0.007751938,355000.0,0.015010722,0.119873817
8/1/13,10/31/13,zip code,98178,Washington,WA,Single Family Residential,250000.0,-0.016715831,0.136363636,234950.0,-0.016945607,0.146656906
3/1/20,5/31/20,zip code,98106,Washington,WA,Condo/Co-op,335975.0,-0.042806268,0.002910448,299950.0,-0.029600501,-0.091060606
5/1/17,7/31/17,zip code,98136,Washington,WA,All Residential,690750.0,-0.006115108,0.1052,634950.0,-0.015581395,0.091073116
4/1/23,6/30/23,zip code,98119,Washington,WA,All Residential,903475.0,-0.043941799,0.002190793,847440.0,-0.002870994,-0.150384986
12/1/17,2/28/18,zip code,98110,Washington,WA,Condo/Co-op,486565.5,0.166823741,0.006340228,570000.0,0.194968553,0.27090301
4/1/13,6/30/13,zip code,98119,Washington,WA,All Residential,531475.0,0.042107843,0.167050944,581475.0,0.04864743,0.152633926
3/1/14,5/31/14,zip code,98134,Washington,WA,All Residential,199000.0,0.0,-0.040501446,238500.0,-0.006042926,-0.95549875
7/1/22,9/30/22,zip code,98109,Washington,WA,Townhouse,950000.0,0.0,-0.076773567,1047500.0,0.002392344,0.108465608
12/1/23,2/29/24,zip code,98110,Washington,WA,Condo/Co-op,1000000.0,0.115448968,0.333333333,673500.0,-0.09959893,0.268361582
1/1/24,3/31/24,zip code,98155,Washington,WA,All Residential,907500.0,0.061403509,0.260416667,822000.0,-0.060571429,0.097463284
11/1/23,1/31/24,zip code,98126,Washington,WA,Single Family Residential,922500.0,0.054285714,0.175159236,825000.0,-0.184782609,0.153846154
4/1/18,6/30/18,zip code,98144,Washington,WA,Multi-Family (2-4 Unit),887500.0,-0.342592593,0.053412463,885000.0,-0.195454545,0.092592593
7/1/13,9/30/13,zip code,98107,Washington,WA,All Residential,458000.0,0.017777778,0.130864198,429000.0,-0.046666667,0.108598747
6/1/13,8/31/13,zip code,98107,Washington,WA,Single Family Residential,487500.0,0.007751938,0.050646552,499925.0,0.037242596,1.2e-05
5/1/20,7/31/20,zip code,98155,Washington,WA,Multi-Family (2-4 Unit),710000.0,0.290909091,-0.020689655,789475.0,0.127821429,-0.122805556
9/1/22,11/30/22,zip code,98132,Washington,WA,Single Family Residential,575000.0,-0.148148148,0.08490566,375000.0,-0.249924992,-0.315068493
1/1/13,3/31/13,zip code,98198,Washington,WA,Single Family Residential,208000.0,0.050505051,0.27607362,224400.0,0.031842741,0.181674566
7/1/21,9/30/21,zip code,98132,Washington,WA,Single Family Residential,530000.0,-0.171875,0.408637874,494500.0,-0.168907563,0.236404551
11/1/13,1/31/14,zip code,98122,Washington,WA,Condo/Co-op,260000.0,-0.000960615,-0.026126042,239000.0,-0.098113208,-0.080592422
8/1/23,10/31/23,zip code,98103,Washington,WA,All Residential,909950.0,0.011055556,0.048933718,899950.0,-0.011033088,-0.020729053
4/1/21,6/30/21,zip code,98155,Washington,WA,All Residential,798000.0,0.064,0.297560976,749000.0,0.026097678,0.248333333
12/1/13,2/28/14,zip code,98166,Washington,WA,Townhouse,137000.0,-0.11038961,-0.035211268,315725.0,0.238258653,0.052592099
12/1/16,2/28/17,zip code,98177,Washington,WA,Condo/Co-op,233500.0,0.028634361,-0.389422763,677495.0,0.759727273,0.831315043
8/1/16,10/31/16,zip code,98177,Washington,WA,Townhouse,361500.0,-0.036,0.238013699,415000.0,0.317460317,-0.009546539
9/1/14,11/30/14,zip code,98101,Washington,WA,All Residential,420000.0,-0.007092199,-0.125,575000.0,0.121294852,-0.017094017
2/1/23,4/30/23,zip code,98118,Washington,WA,Multi-Family (2-4 Unit),680000.0,0.0,-0.244444444,1099990.0,0.0,0.222211111
11/1/14,1/31/15,zip code,98106,Washington,WA,Single Family Residential,313500.0,-0.044207317,0.198852772,349000.0,0.026621562,0.257657658
3/1/22,5/31/22,zip code,98155,Washington,WA,Townhouse,775000.0,0.006558867,0.366843034,919050.0,0.120792683,0.372792113
4/1/17,6/30/17,zip code,98148,Washington,WA,Single Family Residential,394500.0,0.0,-0.008973251,413500.0,-0.01547619,0.036340852
7/1/12,9/30/12,zip code,98116,Washington,WA,All Residential,407475.0,-0.006158537,0.044807692,459000.0,0.067503925,0.032751033
